text,date_min,date_max,dialect_group,dialect,region,town,longitude,latitude,type,lexeme,outcome,preceding_eir,meter
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,καλλίσταν,1,0,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,εἰναλίαι,1,1,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,ὁσίαν,1,1,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,σφετέραι,1,1,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,ἅδε,1,0,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,Ἀγήμονος,1,0,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,δᾶμος,1,0,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,τᾶιδε,1,0,elegiac
"AD 18 A (1963) 8,13",-275,-250,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,τὰν,1,0,elegiac
"AD 18A (1963) 16,22",-299,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μένης,0,0,elegiac
"AD 18A (1963) 16,22",-299,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μνείαν,1,1,elegiac
"AD 18A (1963) 16,22",-299,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τήνδε,0,0,elegiac
"AM 20 (1895) 228,2",-99,-1,doric,rhodian,rhodos,Ialysos,28.143,36.399,funerary,εὐνασάμην,0,0,elegiac
"AM 20 (1895) 228,2",-99,-1,doric,rhodian,rhodos,Ialysos,28.143,36.399,funerary,ἀρετῆς,0,0,elegiac
"AM 20 (1895) 228,2",-99,-1,doric,rhodian,rhodos,Ialysos,28.143,36.399,funerary,πάσης,0,0,elegiac
"AM 20 (1895) 228,2",-99,-1,doric,rhodian,rhodos,Ialysos,28.143,36.399,funerary,ἔστην,0,0,elegiac
"AM 20 (1895) 228,2",-99,-1,doric,rhodian,rhodos,Ialysos,28.143,36.399,funerary,δήμου,0,0,elegiac
"AM 21 (1896) 43,11",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τέχνηι,0,0,elegiac
"AM 21 (1896) 43,11",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,πινυτᾶτι,1,0,elegiac
ASAA 2 (1916) nr. 28 p.151,-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ὀλοὴν,0,0,elegiac
ASAA 2 (1916) nr. 28 p.151,-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἀίδηι,0,0,elegiac
ASAA 2 (1916) nr. 28 p.151,-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,στῆλαι,0,0,elegiac
ASAA 2 (1916) nr. 28 p.151,-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σᾶμα,1,0,elegiac
ASAA 2 (1916) nr. 28 p.151,-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τὴν,0,0,elegiac
"BCH 36 (1912) 230,1",-220,-210,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,αἴης,0,1,elegiac
"BCH 36 (1912) 230,1",-220,-210,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τραφερὴν,0,1,elegiac
"BCH 36 (1912) 230,1",-220,-210,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σῆμα,0,0,elegiac
CEG II 689 = SEG 14-509,-299,-275,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σῆι,0,0,pentameter
CEG II 689 = SEG 14-509,-299,-275,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἀντιγόνη,0,0,pentameter
CEG II 689 = SEG 14-509,-299,-275,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἀείμνηστον,0,0,pentameter
CEG II 689 = SEG 14-509,-299,-275,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μητρί,0,0,pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σωφροσύνας,1,0,mixed hexameter/pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἀρετᾶς,1,0,mixed hexameter/pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,φιλίας,1,1,mixed hexameter/pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Δαμοκλῆς,1,0,mixed hexameter/pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἔστασεν,1,0,mixed hexameter/pentameter
CEG II 690,-375,-325,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μνημόσυνον,0,0,mixed hexameter/pentameter
CEG II 691,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἁλικίαν,1,1,elegiac
CEG II 691,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἁλικίαν,1,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,πάσης,0,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἀρετῆς,0,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σωφροσύνης,0,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἄκραν,1,1,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,εὔκλειαν,1,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,εὐλογίαν,1,0,elegiac
CEG II 692,-399,-300,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἔσφηλε,0,0,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,σφετέρας,1,1,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μάτηρ,0,0,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μνᾶμ’,1,0,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἄμειψεν,1,0,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,στᾶσεν,1,0,elegiac
"CEG II 693 = IG XII,1 142",-399,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μάτηρ,1,0,elegiac
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,σωφροσύνης,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,ἀρετῆς,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,μητρὶ,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,κήδεα,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,σῆς,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,ἡλικίας,0,0,mixed hexameter/pentameter
CEG II 704,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,ἡλικίας,1,1,mixed hexameter/pentameter
CEG II 705,-399,-300,doric,coan,kos,Kephalos,27.13738278,36.82289541,funerary,ἀρετήν,0,0,elegiac
CEG II 705,-399,-300,doric,coan,kos,Kephalos,27.13738278,36.82289541,funerary,ἐπέστησαμ,0,0,elegiac
CEG II 706,-325,-300,doric,coan,kos,platani,27.13738278,36.82289541,funerary,Ἡρακλείδης,0,0,dubious
CEG II 706,-325,-300,doric,coan,kos,platani,27.13738278,36.82289541,funerary,μνῆμα,0,0,dubious
CEG II 706,-325,-300,doric,coan,kos,platani,27.13738278,36.82289541,funerary,ἐπέστησεν,0,0,dubious
CEG II 706,-325,-300,doric,coan,kos,platani,27.13738278,36.82289541,funerary,μήτηρ,0,0,dubious
CEG II 707,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,χώρα,1,1,trochaic tetrameter
CEG II 707,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,πάτρα,1,1,trochaic tetrameter
CEG II 708,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,μνημόσυνον,0,0,mixed hexameter/pentameter
CEG II 708,-325,-300,doric,coan,kos,kos,27.289914,36.893601,funerary,Ἀκαρνᾶνα,1,0,mixed hexameter/pentameter
CEG II 859 = lindos II 645,-350,-300,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,Δαμοκράτευς,1,0,elegiac
CEG II 859 = lindos II 645,-350,-300,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,στᾶσεμ,1,0,elegiac
CEG II 859 = lindos II 645,-350,-300,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,μάτηρ,1,0,elegiac
CEG II 859 = lindos II 645,-350,-300,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,Στασασαγόραν,1,1,elegiac
CEG II 859 = lindos II 645,-350,-300,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,Στασασαγόραν,1,0,elegiac
CEG II 863,-399,-375,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,votive,εὐξαμένα,1,0,elegiac
CEG II 863,-399,-375,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,votive,Ἐλειθύαι,1,0,elegiac
CEG II 863,-399,-375,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,votive,τᾶι,1,0,elegiac
CEG II 865,-399,-200,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,τέχνας,1,0,elegiac
CEG II 865,-399,-200,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,τάνδε,1,0,elegiac
CEG II 865,-399,-200,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,κράναν,1,0,elegiac
CEG II 865,-399,-200,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,Δαμάτριον,1,0,elegiac
CEG II 865,-399,-200,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,Δαμάτριον,1,0,elegiac
CEG II 866,-300,-300,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,Τιμαγόραν,1,1,elegiac
CEG II 866,-300,-300,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,νίκης,0,0,elegiac
CEG II 866,-300,-300,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,στῆσε,0,0,elegiac
CEG II 866,-300,-300,doric,astypalaean,astypalaea,na,26.36489173,36.57888616,honorary,ἡγεμόνα,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,Σαμίη,0,1,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,Γλυκέρη,0,1,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,εὐξαμένη,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,γραπτὴν,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,Παπυλίδῃ,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,ἡδυπίκρους,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,τήνδε,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,Ἡ,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,τὴν,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,τῆς,0,0,elegiac
Der-Lut 2011,-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,erotic,ση,0,0,elegiac
"IG XII,1 149",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἀΐδαν,1,0,dubious
"IG XII,1 149",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Κυδία,1,1,dubious
"IG XII,1 149",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Σαρδιανὰ,1,0,dubious
"IG XII,1 149",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τὰν,1,0,dubious
"IG XII,1 140",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ξείνηι,0,0,elegiac
"IG XII,1 140",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,γῆι,0,0,elegiac
"IG XII,1 141",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Κόρη,0,0,mixed iamb/elegiac
"IG XII,1 141",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἑρμῆς,0,0,mixed iamb/elegiac
"IG XII,1 141",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἑκάτη,0,0,mixed iamb/elegiac
"IG XII,1 141",-199,-175,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,πάσης,0,0,mixed iamb/elegiac
"IG XII,1 144",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τέχνας,1,0,hexameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,γᾶν,1,0,mixed hexameter/pentameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,χρηστοτάταν,1,0,mixed hexameter/pentameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,δικαίαν,1,1,mixed hexameter/pentameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἀρετὰν,1,0,mixed hexameter/pentameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τάνδε,1,0,mixed hexameter/pentameter
"IG XII,1 147",-299,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τάμ,1,0,mixed hexameter/pentameter
"IG XII,1 148",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Δημήτριον,0,0,elegiac
"IG XII,1 148",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Δημήτριον,0,0,elegiac
"IG XII,1 148",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,πινυτὰν,1,0,elegiac
"IG XII,1 148",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Δαματρίδα,1,0,elegiac
"IG XII,1 148",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Δαματρίδα,1,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,φθιμένῃ,0,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,κούφην,0,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ὀνασικράτειαν,1,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ὀνασάνδροιο,1,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,ἠέλιον,0,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ὀνάσανδρον,1,0,elegiac
"IG XII,1 151",-199,-100,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,τῇ,0,0,elegiac
"IG XII,1 153",-225,-220,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,χρηστὰ,1,0,hexameter
"IG XII,1 153",-225,-220,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,Ἀΐδαι,1,0,hexameter
"IG XII,1 153",-225,-220,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,κούφη,0,0,hexameter
"IG XII,1 153",-225,-220,doric,rhodian,rhodos,rhodos,28.227611,36.443113,funerary,μῆτερ,0,0,hexameter
"IG XII,1 40",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,κενεὰ,1,1,elegiac
"IG XII,1 40",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,ἀρετᾶς,1,0,elegiac
"IG XII,1 40",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,ταύταν,1,0,elegiac
"IG XII,1 40",-225,-200,doric,rhodian,rhodos,rhodos,28.227611,36.443113,honorary,Ἀγεστράτου,1,0,elegiac
"IG XII,1 75",-199,-1,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,ἀειμνάστων,1,0,elegiac
"IG XII,1 75",-199,-1,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,ἕκατι,1,0,elegiac
"IG XII,1 75",-199,-1,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,γάθησεν,1,0,elegiac
"IG XII,1 75",-199,-1,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,εἰναλία,1,1,elegiac
"IG XII,1 75",-199,-1,doric,rhodian,rhodos,lindos,28.08829847,36.09129942,honorary,κυδιάνειρα,1,1,elegiac
"IG XII,1 914",-299,-200,doric,rhodian,rhodos,na,27.97207627,36.17911044,votive,Σωτείραι,1,1,elegiac
"IG XII,1,980",-199,-100,doric,rhodian,karpathos,aperi,27.15974104,35.59664728,funerary,ἥβας,1,0,elegiac
"IG XII,1,980",-199,-100,doric,rhodian,karpathos,aperi,27.15974104,35.59664728,funerary,πέμπταν,1,0,elegiac
"IG XII,1,980",-199,-100,doric,rhodian,karpathos,aperi,27.15974104,35.59664728,funerary,ματρὸς,1,0,elegiac
"IG XII,3  819",-199,-100,doric,theran,thera,thera,25.433333,36.416667,funerary,Καλλικράτη,0,0,elegiac
"IG XII,3  819",-199,-100,doric,theran,thera,thera,25.433333,36.416667,funerary,τάν,1,0,elegiac
"IG XII,3 1328",-199,-100,doric,theran,thera,thera,25.433333,36.416667,votive,Εἰνοδία,1,1,elegiac
"IG XII,3 1336",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Ὁμονοίας,1,1,hexameter
"IG XII,3 1336",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Πέργης,0,0,hexameter
"IG XII,3 1336",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,τῆιδ’,0,0,hexameter
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,φθιμένα,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,τὰν,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,Κυδίλα,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,ἐσθλὰ,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,Φερσεφόνας,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,κλῃζομένα,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,Κλεισφύσσας,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,θαητὸν,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,Δαμαινέτου,1,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,μητρὸς,0,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,ζηλῶν,0,0,elegiac
"IG XII,3,1190",-299,-200,doric,west aegean,melos,na,24.42321899,36.71255876,funerary,ἠγλάϊσεν,0,0,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Παρίην,0,1,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,πάτρης,0,1,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Ἀθηναίης,0,0,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Ἀθηναίης,0,1,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,εὐσεβίης,0,1,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,ἡ,0,0,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Λήθης,0,0,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Λήθης,0,0,elegiac
"IG XII,3,1271",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,θνητοῖς,0,0,elegiac
"IG XII,3,1333",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,βοηθούς,0,0,hexameter
"IG XII,3,1334",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,σελήνης,0,0,hexameter
"IG XII,3,1334",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,σελήνης,0,0,hexameter
"IG XII,3,1334",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἡλίου,0,0,hexameter
"IG XII,3,1334",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,γῆ,0,0,hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Ἑκάτην,0,0,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,χώραν,1,1,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Θήρας,1,1,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,παραστάτης,0,0,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,τήνδ’,0,0,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἣν,0,0,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Μνημόσυνον,0,0,mixed iamb/hexameter
"IG XII,3,1335",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,τῆιδε,0,0,mixed iamb/hexameter
"IG XII,3,1337",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἐπήκοον,0,0,hexameter
"IG XII,3,1338",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Τύχην,0,0,hexameter
"IG XII,3,1338",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἔφηνε,0,0,hexameter
"IG XII,3,1338",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἐπίσημον,0,0,hexameter
"IG XII,3,1340",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Θήρας,1,1,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,θεὰ,0,1,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἡλίου,0,0,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,σελήνης,0,0,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,σελήνης,0,0,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,γῆ,0,0,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἡ,0,0,hexameter
"IG XII,3,1341",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,τῆς,0,0,hexameter
"IG XII,3,1344",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,πολίτην,0,0,hexameter
"IG XII,3,1344",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,δῆμος,0,0,hexameter
"IG XII,3,1344",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,τίμησεν,0,0,hexameter
"IG XII,3,1346",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,μνημόσυνον,0,0,elegiac
"IG XII,3,1347",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,πέτραι,1,1,hexameter
"IG XII,3,1347",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἀκαμάτηι,0,0,hexameter
"IG XII,3,1348",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Θήραι,1,1,hexameter
"IG XII,3,1348",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,μνημόσυνον,0,0,hexameter
"IG XII,3,1348",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,γῆς,0,0,hexameter
"IG XII,3,1350",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,Προνοίη,0,1,hexameter
"IG XII,3,1350",-285,-221,doric,theran,thera,thera,25.4784303,36.36327919,votive,ἔκχρησεν,0,0,hexameter
"IG XII,3,818",-399,-300,doric,theran,thera,thera,25.433333,36.416667,funerary,μνῆμα,0,0,elegiac
"IG XII,3,818",-399,-300,doric,theran,thera,thera,25.433333,36.416667,funerary,σοφίας,1,1,elegiac
"IG XII,3,10",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,δόξηι,0,0,elegiac
"IG XII,3,10",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,Ἀριστόδαμον,1,0,elegiac
"IG XII,3,10",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,θνῄσκω,0,0,elegiac
"IG XII,3,10",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,ἠελίωι,0,0,elegiac
"IG XII,3,10",-199,-100,doric,rhodian,syme,na,27.83122532,36.59126061,funerary,ἀριζήλωι,0,0,elegiac
"IG XII,3,47",-199,-100,doric,east aegean,telos,na,27.390048,36.436769,funerary,ἀρετὴν,0,0,mixed hexameter/pentameter
